"GeneID","LWC142","LWC143","LWC148","LWC153","LWC157","LWC162"
"CYLD",3370,4317,4009,3746,4272,2747
"CYRIA",238,301,248,237,630,259
"CYRIB",640,956,438,542,1077,633
"CYSLTR1",223,453,380,399,716,426
"CYSLTR2",1,6,0,6,9,6
"CYSRT1",0,6,4,0,0,0
"CYSTM1",52,66,43,39,183,73
"CYTH1",199,903,181,592,1030,748
"CYTH3",246,183,119,88,156,123
"CYTH4",82,34,44,54,136,89
"CYTL1",0,1,0,0,0,0
"CYYR1",2,3,0,0,0,0
"CZIB",564,643,478,575,720,490
"DAAM1",1,36,1,1,0,2
"DAAM2",7,53,17,26,41,12
"DAB1",3,41,14,16,34,0
"DAB2",22,12,16,6,33,11
"DACH1",44,85,27,38,73,23
"DACH2",2,10,11,2,17,5
"DACT1",2,21,0,1,2,7
"DACT2",0,0,0,0,0,0
"DAD1",876,735,932,1040,1253,1304
"DAG1",19,42,11,21,65,19
"DAGLA",34,69,8,12,34,21
"DAGLB",1044,1422,834,1099,1816,902
"DALRD3",273,763,173,877,855,501
"DAO",0,23,1,3,8,2
"DAP3",387,549,571,357,567,386
"DAPK1",106,153,69,258,266,131
"DAPK2",799,1214,487,1092,589,364
"DAPK3",268,575,187,625,986,522
"DAPP1",248,553,217,298,798,206
"DARS1",1277,1077,1617,1418,1633,1578
"DARS2",1430,1333,975,1919,2192,1285
"DAW1",3,19,13,13,28,11
"DAZAP1",6809,7422,4713,6804,9132,3926
"DAZAP2",82,277,85,296,495,205
"DAZL",0,6,0,2,0,0
"DBF4",700,928,338,767,503,448
"DBF4B",204,271,136,385,593,173
"DBH",3,19,7,5,5,3
"DBI",262,271,181,249,384,194
"DBN1",2,36,5,7,0,0
"DBNDD2",63,167,33,135,281,96
"DBNL",137,269,155,279,399,210
"DBR1",2894,3728,1950,2997,4630,2060
"DBT",55,72,74,38,138,105
"DBX1",0,6,0,0,0,0
"DBX2",2,10,0,0,0,0
"DCAF1",4686,6558,2607,6446,8369,3713
"DCAF10",320,551,189,886,664,224
"DCAF12",1799,1926,1147,3268,1879,1194
"DCAF13",1836,2014,1463,1626,1950,1552
"DCAF17",1404,1360,1134,1600,1525,958
"DCAF4",1600,2536,1809,2456,2718,1349
"DCAF5",2407,2602,3911,2618,2808,2189
"DCAF6",1892,2795,1857,2717,2957,2138
"DCAF7",1126,1346,1059,1674,1791,1230
"DCAKD",309,412,281,487,574,346
"DCBLD1",179,270,261,325,420,241
"DCBLD2",51,127,80,84,240,131
"DCC",0,9,0,0,0,0
"DCDC1",2,8,1,1,3,1
"DCDC2",99,193,55,567,256,22
"DCDC2B",185,219,115,405,558,193
"DCHS1",4,74,4,10,10,2
"DCHS2",2,41,0,1,5,3
"DCK",2820,2564,1448,2466,3179,1256
"DCLK1",1,27,2,4,2,1
"DCLK2",2,12,9,6,10,1
"DCLK3",11,17,10,11,41,12
"DCLRE1A",225,184,86,401,191,137
"DCLRE1B",117,265,39,185,308,88
"DCLRE1C",932,585,548,871,1046,750
"DCN",0,5,2,0,0,0
"DCP1A",4603,4518,3012,4184,4338,2235
"DCP1B",638,500,555,582,543,411
"DCP2",4232,5291,3292,8390,5510,3230
"DCPS",191,420,203,516,597,255
"DCST1",0,20,1,2,0,0
"DCST2",0,23,3,4,0,1
"DCT",5,8,6,14,11,5
"DCTD",3,21,47,15,24,28
"DCTN3",126,180,108,568,235,212
"DCTN4",1847,2273,1588,3380,3422,1840
"DCTN6",496,471,515,432,586,580
"DCUN1D1",3009,3605,3253,2894,3239,2615
"DCUN1D2",18932,15515,21596,18001,11120,11206
"DCUN1D3",1163,2851,2443,1875,3134,2394
"DCUN1D4",3804,4345,3074,4403,4501,2456
"DCUN1D5",1486,1756,1074,1691,1748,1143
"DCX",1,17,0,2,0,0
"DCXR",174,208,165,122,314,203
"DDA1",2834,3510,2938,3760,4762,2901
"DDAH1",2,12,0,0,0,2
"DDB1",930,1939,430,2374,4018,1343
"DDB2",114,158,148,138,227,66
"DDC",653,947,418,597,959,822
"DDHD1",3,11,4,2,12,3
"DDHD2",407,761,551,745,908,661
"DDI2",914,1162,892,1405,2173,1589
"DDIAS",216,202,209,270,355,202
"DDIT4",34,330,9,91,59,20
"DDN",3,22,11,27,28,11
"DDOST",579,445,337,671,1157,509
"DDR1",0,29,0,83,1,2
"DDR2",2,41,2,14,20,1
"DDRGK1",1174,1359,1125,1522,1956,1232
"DDT",44,38,35,64,85,55
"DDX1",3752,3598,3863,3285,3503,3178
"DDX10",942,911,751,830,779,735
"DDX11",12,51,13,26,53,22
"DDX17",5086,7121,3301,8454,11949,5383
"DDX18",899,863,642,717,991,668
"DDX20",878,1195,639,1173,1423,643
"DDX23",1379,2185,1349,2388,3793,1892
"DDX24",810,1261,588,1029,1107,1077
"DDX25",77,133,49,206,218,143
"DDX27",889,1027,565,2188,1708,897
"DDX28",36,136,34,126,122,112
"DDX31",4247,5396,4914,6662,7774,3881
"DDX3X",30784,53599,17907,35583,41782,20370
"DDX4",4,5,2,5,1,0
"DDX41",191,483,99,667,780,279
"DDX42",2287,2671,1580,2641,3969,1791
"DDX43",2,15,0,1,3,0
"DDX46",3439,3255,2620,3169,3828,2229
"DDX47",662,681,471,742,849,481
"DDX49",1729,2921,1120,2814,3476,2102
"DDX5",15818,23514,14292,19619,30680,21622
"DDX51",1072,1839,540,1498,1612,722
"DDX52",275,300,158,339,375,174
"DDX54",11,70,43,102,160,63
"DDX55",1399,1402,872,1245,1461,981
"DDX58",2847,3110,2369,15178,5881,4568
"DDX59",13786,12182,14757,13996,15666,10597
"DDX6",36065,44568,13991,22414,27273,7367
"DDX60",379,539,475,566,582,273
"DEAF1",182,333,115,352,480,224
"DECR1",991,830,1296,1277,1236,1280
"DECR2",593,1233,818,1418,1679,1061
"DEF6",53,188,42,120,338,133
"DEFB1",0,1,0,0,0,0
"DEGS1",3034,4054,2420,3124,3850,1977
"DEGS2",5,21,9,10,13,11
"DEK",8711,7214,9202,6750,9477,6233
"DELE1",202,258,153,501,634,207
"DENND10",2103,1909,2500,1870,2067,1827
"DENND11",1630,2619,979,2403,3655,1137
"DENND1A",411,506,328,556,533,315
"DENND1B",285,395,243,349,581,265
"DENND2A",128,267,64,200,393,160
"DENND2B",315,524,568,825,643,800
"DENND2C",315,559,204,386,738,336
"DENND2D",5,35,6,27,50,21
"DENND3",166,154,327,211,490,403
"DENND4A",6805,7175,7118,8221,9997,8568
"DENND4B",79,256,109,197,219,142
"DENND4C",2100,2535,1335,3739,1774,1202
"DENND5A",6063,6807,2148,3989,6844,2340
"DENND5B",5,21,3,5,0,0
"DENND6A",7655,9959,19927,9244,7558,12511
"DENND6B",97,224,57,151,216,133
"DENR",518,695,544,652,793,515
"DEPDC1",5,22,52,15,14,50
"DEPDC1B",2,10,18,6,5,19
"DEPDC4",159,86,82,71,243,82
"DEPDC5",1329,1418,948,1744,2179,1510
"DEPDC7",4,17,0,2,11,4
"DEPTOR",492,399,1539,327,1418,1583
"DERA",65,72,44,53,103,60
"DERL1",338,534,197,430,523,273
"DERL2",1203,1380,989,1402,1763,903
"DERL3",118,156,78,171,264,94
"DES",7,28,0,5,11,5
"DESI1",1387,2437,1855,2323,4014,1779
"DESI2",1470,1956,1209,1621,2475,1283
"DET1",318,528,231,526,711,313
"DEUP1",6,14,5,128,4,17
"DEXI",28,114,16,172,37,49
"DFFA",300,356,154,236,390,193
"DFFB",677,879,528,822,1051,730
"DGAT2",315,453,291,243,484,323
"DGCR2",5270,7718,2906,7290,9677,2509
"DGCR8",3631,3400,3462,4167,4323,2760
"DGKA",37,110,60,132,185,107
"DGKB",0,14,0,0,0,0
"DGKD",675,714,249,670,1358,541
"DGKE",866,1126,507,751,1374,823
"DGKH",90,177,83,83,183,97
"DGKI",0,20,2,1,0,0
"DGKK",12,65,43,59,100,189
"DGKQ",1897,1599,1308,3082,1789,1464
"DGKZ",10,85,13,29,155,34
"DGLUCY",64,74,59,39,57,37
"DGUOK",141,312,120,332,641,386
"DHCR24",37,71,32,85,119,79
"DHCR7",133,121,41,76,155,72
"DHDDS",1031,1498,942,1420,1817,922
"DHFR",147,169,239,423,250,220
"DHH",1,28,5,9,10,3
"DHODH",6,30,4,22,28,21
"DHRS11",0,10,0,3,5,0
"DHRS12",3,14,0,1,3,1
"DHRS13",26,53,40,34,64,58
"DHRS3",15,31,13,5,29,21
"DHRS7",2938,3352,4813,4216,3332,4168
"DHRS7B",1566,1698,1974,1771,2209,1145
"DHRS7C",0,3,0,0,0,0
"DHRS9",31,36,51,23,91,40
"DHRSX",8,40,9,14,37,12
"DHTKD1",448,399,187,238,527,402
"DHX15",4497,5294,3352,4749,6840,3247
"DHX29",2355,2711,1823,5213,2743,1642
"DHX30",960,2452,513,2408,3651,1177
"DHX32",416,502,183,279,302,108
"DHX33",433,712,278,1206,1105,514
"DHX34",40,57,48,151,145,99
"DHX35",1829,1894,1094,1711,2051,1191
"DHX36",2032,2220,1682,2847,2413,1674
"DHX37",252,359,207,396,432,217
"DHX38",245,714,212,769,1204,467
"DHX40",6735,8364,6495,9219,10278,6902
"DHX57",2018,2762,1248,2608,3563,1529
"DHX58",588,2432,1262,7341,4575,3465
"DHX8",4895,5477,3263,5231,5962,3173
"DHX9",52,103,29,48,100,48
"DIABLO",1862,1794,2539,2090,2205,2171
"DIAPH2",2975,3036,2126,2326,3548,1687
"DIAPH3",168,109,294,130,181,115
"DICER1",12010,11459,8181,8730,8739,4302
"DIDO1",11383,14047,9272,10530,13902,7488
"DIMT1",551,579,428,1255,702,381
"DIO1",117,80,48,55,75,102
"DIO2",0,9,1,0,0,0
"DIO3",0,11,0,0,0,0
"DIP2A",421,406,209,223,429,205
"DIP2B",1809,2708,1210,2821,3192,1258
"DIP2C",215,551,1338,251,506,1092
"DIPK1A",264,259,155,175,359,166
"DIPK1B",44,193,23,126,188,47
"DIPK1C",2,20,1,0,1,1
"DIPK2A",49,149,21,85,192,69
"DIPK2B",97,278,109,188,842,403
"DIRAS1",2,13,3,1,10,1
"DIRAS2",3,4,1,10,6,5
"DIRAS3",3,10,0,0,2,3
"DIS3",615,643,306,655,563,441
"DIS3L",534,496,452,605,612,522
"DIS3L2",720,875,369,849,642,450
"DISC1",71,105,101,53,247,102
"DISP1",762,622,353,474,694,243
"DISP2",0,10,0,1,3,0
"DISP3",62,256,23,90,134,64
"DIXDC1",31,38,24,21,55,21
"DKC1",266,322,124,326,420,197
"DKK1",0,7,0,0,0,0
"DKK2",3,8,4,1,0,0
"DKK3",50,55,70,27,28,29
"DLAT",642,1081,539,1230,1285,681
"DLC1",0,22,1,0,3,0
"DLD",776,867,742,903,875,681
"DLEC1",24,52,20,32,27,23
"DLEU7",0,5,0,0,0,0
"DLG1",1785,2525,671,2533,1963,1039
"DLG2",308,320,139,347,452,189
"DLG3",6,76,1,10,19,4
"DLG5",37,101,26,99,77,119
"DLGAP1",0,23,1,3,1,2
"DLGAP2",0,17,3,2,5,0
"DLGAP3",0,49,8,15,0,0
"DLGAP4",365,653,359,916,974,502
"DLGAP5",51,37,120,28,78,163
"DLK1",0,4,0,0,0,0
"DLK2",6,21,4,39,30,19
"DLL1",0,12,1,0,0,0
"DLL3",2,17,6,14,16,3
"DLL4",39,34,20,147,52,11
"DLST",646,1297,733,1500,2297,1418
"DLX1",2,20,0,4,8,6
"DLX2",0,18,0,3,0,0
"DLX3",0,3,0,0,0,0
"DLX4",0,13,0,0,0,0
"DLX5",0,9,0,0,0,0
"DLX6",0,7,0,0,0,0
"DMAC2L",155,56,66,93,123,115
"DMAP1",718,1434,988,1810,2229,1852
"DMBT1",0,6,0,0,0,0
"DMBX1",0,10,0,0,0,0
"DMC1",53,16,7,14,21,27
"DMD",99,57,41,45,75,44
"DMGDH",3,5,0,3,5,2
"DMPK",12,106,21,62,53,21
"DMRT1",0,7,0,0,0,0
"DMRT2",0,6,0,0,0,0
"DMRT3",0,5,0,1,0,0
"DMRTA2",7,31,2,11,22,43
"DMRTB1",0,6,0,0,0,0
"DMTF1",1658,1918,1517,2202,2284,1583
"DMTN",2643,3314,2455,4625,5102,3572
"DMWD",19,66,20,121,172,56
"DMXL1",11902,15382,9240,25034,11931,6726
"DMXL2",2841,3322,2535,2261,4169,2465
"DNA2",97,196,108,89,165,91
"DNAAF1",36,44,48,21,61,80
"DNAAF10",2364,3152,2333,2900,3742,2272
"DNAAF11",0,11,2,6,5,0
"DNAAF2",146,321,89,378,367,195
"DNAAF4",293,564,108,328,247,115
"DNAAF5",296,226,233,483,351,250
"DNAAF6",0,1,0,2,2,0
"DNAAF8",47,47,9,104,50,14
"DNAAF9",24,89,38,114,75,48
"DNAH1",14,105,21,90,166,41
"DNAH10",352,444,84,348,229,98
"DNAH11",2,32,2,2,3,1
"DNAH12",7628,5908,3066,3373,3898,3335
"DNAH14",83,45,101,42,92,64
"DNAH17",48,222,36,168,205,106
"DNAH3",261,428,401,289,392,381
"DNAH5",11,60,3,3,4,3
"DNAH7",178,181,47,178,116,60
"DNAH8",11,29,6,0,10,5
"DNAI1",0,9,0,7,1,3
"DNAI2",3,23,2,1,4,1
"DNAI3",153,163,222,86,122,32
"DNAI4",307,335,590,370,371,392
"DNAI7",270,279,203,332,385,164
"DNAJA1",1268,1995,749,2795,2047,1099
"DNAJA2",1069,1503,1121,1487,1470,770
"DNAJA3",1068,1578,1018,1920,2226,1096
"DNAJA4",2101,4438,1664,4120,5460,2421
"DNAJB11",453,438,369,522,740,433
"DNAJB12",308,406,277,537,568,292
"DNAJB13",113,166,51,194,326,98
"DNAJB14",1625,2252,1694,2319,2518,1556
"DNAJB2",1147,1258,748,2153,1861,959
"DNAJB4",11104,15194,9106,12589,13161,6672
"DNAJB5",2,15,0,11,10,5
"DNAJB6",7798,12843,5877,10500,11127,4662
"DNAJB8",0,0,0,0,0,0
"DNAJB9",1698,2397,1201,1684,2319,1211
"DNAJC1",186,291,108,167,273,191
"DNAJC10",621,568,307,449,690,349
"DNAJC11",1806,1860,1071,1892,2192,967
"DNAJC12",65,117,36,67,31,21
"DNAJC13",3826,5631,3510,4899,5746,2857
"DNAJC14",478,2071,392,3748,4059,1708
"DNAJC15",338,1010,700,773,1018,490
"DNAJC16",180,281,146,393,577,226
"DNAJC17",757,760,609,849,1116,576
"DNAJC18",819,778,871,1269,1700,723
"DNAJC19",1166,2334,1080,1512,2453,772
"DNAJC2",1949,1950,1531,2262,2488,1409
"DNAJC21",303,356,363,638,230,294
"DNAJC22",0,7,2,3,3,1
"DNAJC24",271,276,356,409,308,393
"DNAJC25",473,670,397,1218,851,361
"DNAJC27",254,569,218,575,712,398
"DNAJC28",224,252,615,114,285,267
"DNAJC3",6859,6541,8465,5935,7687,7780
"DNAJC30",327,1266,257,1719,2303,1188
"DNAJC5",822,805,745,752,950,812
"DNAJC5B",0,1,0,2,0,0
"DNAJC5G",12,53,20,86,66,53
"DNAJC6",6,21,2,9,15,3
"DNAJC7",4270,5749,2576,5029,5237,2292
"DNAJC8",1112,2126,1555,1677,1701,1099
"DNAJC9",298,471,298,374,928,304
"DNAL4",72,88,76,130,119,139
"DNALI1",128,303,112,172,340,85
"DNASE1L3",561,1162,363,476,935,647
"DNASE2B",288,445,135,177,1493,238
"DND1",17,61,13,53,66,92
"DNER",1,14,1,0,4,0
"DNLZ",409,790,496,984,1291,552
"DNM1",24,49,14,19,68,25
"DNM1L",3087,2896,3651,3701,4341,4392
"DNM2",339,558,391,498,826,562
"DNM3",37,55,40,35,46,26
"DNMT1",12,72,10,56,70,28
"DNMT3A",37,101,57,48,85,59
"DNMT3B",5,52,1,3,19,14
"DNTT",40,36,28,9,73,18
"DNTTIP1",1805,1465,2207,1360,2280,1441
"DNTTIP2",2960,4056,1824,2977,3775,1849
"DOC2B",18,32,18,57,16,39
"DOCK1",447,577,280,191,449,323
"DOCK10",311,274,313,343,476,796
"DOCK11",251,484,246,268,1012,361
"DOCK2",611,697,721,444,1185,638
"DOCK3",398,348,85,285,373,120
"DOCK4",33,30,7,21,32,22
"DOCK5",119,150,43,54,214,26
"DOCK7",21,54,12,24,32,31
"DOCK8",658,780,1172,1457,2326,1936
"DOCK9",17,42,17,28,38,25
"DOHH",211,638,267,1339,1165,908
"DOK1",4,38,5,17,56,13
"DOK2",24,112,26,79,220,62
"DOK3",23,116,19,156,188,58
"DOK4",10,50,7,50,32,10
"DOK5",1,6,1,0,1,0
"DOK6",12,33,13,9,57,8
"DOK7",0,14,0,1,0,1
"DOLK",310,536,375,394,449,227
"DOLPP1",319,287,136,410,421,264
"DONSON",219,308,140,371,376,146
"DOP1A",4255,4573,2805,4442,4690,2511
"DOP1B",5852,7053,4811,5562,5643,4061
"DOT1L",5680,9341,6595,11032,9698,6882
"DPAGT1",49,117,48,69,150,101
"DPCD",219,178,156,286,242,322
"DPEP1",92,269,79,428,419,222
"DPF3",574,470,455,561,786,751
"DPH1",20,62,18,77,93,77
"DPH2",94,282,74,331,412,200
"DPH3",2400,3549,3166,2790,3242,2142
"DPH5",225,169,134,179,310,155
"DPH6",685,714,529,561,619,517
"DPH7",65,167,47,122,212,113
"DPM1",1513,1506,1050,1531,1686,856
"DPM2",143,317,122,436,829,302
"DPM3",993,1240,936,1408,1706,1174
"DPP10",0,16,0,0,2,0
"DPP6",0,20,0,0,0,0
"DPP7",161,229,125,177,246,84
"DPP8",1739,2184,1011,2226,2875,1204
"DPP9",480,598,323,943,1315,506
"DPT",0,4,0,0,2,0
"DPY19L1",77,64,69,69,203,156
"DPY19L3",170,288,202,167,383,316
"DPY19L4",205,307,222,318,324,232
"DPY30",959,638,873,932,1264,721
"DPYD",38,72,78,16,129,31
"DPYS",6,17,4,8,13,4
"DPYSL2",39,118,33,64,134,36
"DPYSL3",0,28,0,1,3,7
"DPYSL4",0,44,0,0,0,0
"DPYSL5",0,37,7,18,2,4
"DR1",1081,1965,772,1946,2262,1271
"DRAM1",41,67,70,29,52,18
"DRAM2",141,188,294,151,702,274
"DRAXIN",2,5,5,4,2,0
"DRC1",33,60,19,51,76,51
"DRC3",56,50,33,81,101,36
"DRC7",77,84,31,66,87,68
"DRD1",1,3,0,0,0,0
"DRD2",9,27,5,7,53,5
"DRD3",0,18,0,0,0,0
"DRD4",1,13,3,6,11,9
"DRD5",0,1,0,0,0,0
"DRG1",1062,1272,1086,785,939,880
"DRG2",960,756,800,1150,1595,1086
"DRGX",1,11,0,2,0,0
"DROSHA",3200,3660,2877,3921,3868,2834
"DRP2",13,33,10,24,35,13
"DSCAM",0,17,0,0,0,3
"DSCAML1",1,111,4,9,6,8
"DSCC1",414,180,504,221,377,320
"DSE",150,191,116,65,364,155
"DSEL",2,21,1,0,1,0
"DSG2",4,20,21,11,57,5
"DST",56,182,63,57,163,72
"DSTN",1105,1377,1116,1936,2793,1298
"DSTYK",1000,1173,472,1389,1921,666
"DTD1",662,632,477,553,578,412
"DTD2",1377,1265,1432,1213,1190,1155
"DTHD1",2,9,0,0,0,0
"DTL",26,19,25,17,47,36
"DTNA",29,53,16,29,21,11
"DTNB",158,170,213,179,228,145
"DTNBP1",1937,2298,2455,1999,2493,1765
"DTWD1",109,134,91,192,136,95
"DTWD2",495,639,400,1007,505,328
"DTX1",0,41,1,1,0,0
"DTX2",41,83,48,116,90,63
"DTX3L",3567,3631,4582,7596,6611,4831
"DTX4",48,203,6,301,424,145
"DTYMK",279,306,210,297,502,456
"DUOXA2",0,16,0,0,0,0
"DUS1L",1198,2123,798,2405,2096,1155
"DUS2",377,444,301,346,270,301
"DUS3L",85,84,74,136,207,124
"DUS4L",753,845,585,877,1461,1633
"DUSP1",21,201,6,29,193,17
"DUSP10",597,1196,246,702,1015,407
"DUSP11",927,874,944,972,1287,691
"DUSP12",655,1306,805,1705,2316,1578
"DUSP14",79,40,2,29,43,44
"DUSP15",7,23,3,11,11,4
"DUSP16",59,113,95,118,157,118
"DUSP18",1,6,0,1,0,0
"DUSP19",618,768,798,969,1853,878
"DUSP22",29862,30226,46781,34221,77553,44004
"DUSP26",0,7,0,1,0,1
"DUSP28",26,22,9,20,22,43
"DUSP29",79,78,69,45,69,76
"DUSP3",456,403,363,375,647,300
"DUSP4",10,15,6,11,20,8
"DUSP5",6,47,4,33,78,29
"DUSP6",6,11,9,2,13,3
"DUSP7",87,147,47,68,510,162
"DUSP8",0,23,1,0,0,0
"DUT",16,29,56,36,81,85
"DVL1",231,219,80,213,289,96
"DVL3",144,523,138,648,972,501
"DYM",3937,4973,2543,7434,3839,1851
"DYNC1H1",68194,88904,43620,77495,91742,37313
"DYNC1I1",7,27,0,0,2,0
"DYNC1I2",4391,4870,3155,4106,5900,3194
"DYNC1LI1",1212,1207,1183,1193,1733,1053
"DYNC1LI2",2355,2855,1862,2675,3251,1639
"DYNC2H1",548,474,393,535,402,344
"DYNC2I1",206,286,177,295,255,196
"DYNC2I2",95,145,105,195,246,109
"DYNC2LI1",35,16,10,34,11,8
"DYNLL2",835,907,345,964,1009,379
"DYNLRB1",955,957,1503,950,1306,1302
"DYNLRB2",1,3,1,0,4,0
"DYNLT1",154,200,219,212,379,416
"DYNLT2",0,3,0,1,1,1
"DYNLT2B",798,578,3853,937,1789,3193
"DYNLT3",3678,4223,7196,4439,3619,6316
"DYNLT4",0,12,0,0,2,0
"DYNLT5",2,10,1,1,2,1
"DYRK1A",3608,4445,2232,4749,5759,2631
"DYRK2",26,23,5,29,46,23
"DYRK3",1897,4645,6449,5710,5846,9255
"DYRK4",44,95,62,60,124,46
"DYSF",3,20,3,5,12,2
"DYTN",16,19,4,58,5,7
"DZANK1",160,45,18,65,152,23
"DZIP1",3,24,1,7,6,3
"DZIP1L",0,16,0,0,0,0
"E2F1",167,413,173,562,1273,1226
"E2F3",164,196,756,489,1487,1768
"E2F4",312,670,197,795,1020,434
"E2F5",2557,2802,1693,3197,3353,2055
"E2F6",509,1738,316,1039,1101,454
"E2F7",3,15,5,4,10,13
"E2F8",61,72,61,43,84,49
"E4F1",1905,2587,1135,2602,3143,1410
"EAF1",108,128,54,176,176,137
"EAF2",259,175,996,521,1267,2101
"EARS2",8,9,5,19,29,10
"EBAG9",245,324,303,370,454,382
"EBF1",16,45,18,28,22,24
"EBF2",2,29,2,3,4,2
"EBF3",1,21,2,1,1,1
"EBI3",4,30,8,14,24,12
"EBNA1BP2",165,247,177,270,255,205
"ECD",1330,1788,769,1686,2169,928
"ECE1",282,568,270,1045,603,536
"ECE2",22,40,8,16,26,11
"ECEL1",0,46,4,1,0,1
"ECHDC1",1027,1161,843,912,985,702
"ECHDC2",384,216,640,343,521,664
"ECHDC3",684,252,1342,509,899,2171
"ECHS1",737,1200,1494,1174,1405,1601
"ECI1",135,210,88,248,345,197
"ECI2",39,53,68,92,114,147
"ECM1",7,19,12,20,14,13
"ECM2",43,31,10,11,14,8
"ECPAS",3367,4792,2155,8901,6038,2835
"ECRG4",30,45,35,67,51,40
"ECSCR",57,63,17,85,142,53
"ECSIT",183,516,260,600,847,767
"ECT2",130,67,162,67,79,112
"EDA",3,9,0,0,3,0
"EDA2R",26,55,6,61,74,50
"EDAR",0,12,2,1,0,0
"EDARADD",336,358,153,290,362,133
"EDC3",485,1247,372,1266,2235,782
"EDC4",1482,1798,819,1872,2931,1299
"EDEM1",1134,1714,630,2125,2601,1037
"EDEM3",2264,2860,1479,3201,3525,1621
"EDF1",2955,3483,2751,2576,4623,1489
"EDIL3",0,7,0,0,0,0
"EDN1",1,28,1,7,6,1
"EDN2",1,11,5,1,3,1
"EDN3",2,5,1,2,3,2
"EDNRA",8,15,4,16,40,3
"EDNRB",2,19,0,0,2,0
"EDRF1",2511,2865,2079,3039,3603,2144
"EEA1",3833,4315,3002,2746,4621,3650
"EED",328,380,169,419,537,181
"EEF1A1",445160,314596,349449,235923,306893,260452
"EEF1A2",0,15,0,0,0,0
"EEF1AKMT1",9,6,9,6,3,2
"EEF1AKMT2",564,520,492,680,1047,626
"EEF1AKMT3",14,26,8,13,29,27
"EEF1AKMT4",5,9,2,4,4,5
"EEF1B2",12351,12969,12705,10964,12495,9177
"EEF1D",979,475,988,698,815,786
"EEF1E1",2619,2466,2121,2503,2792,1857
"EEF2",20651,15642,16805,19157,36639,18581
"EEF2K",248,822,580,364,731,1068
"EEF2KMT",2761,2748,2600,1730,2130,1255
"EEFSEC",10349,9797,7041,11226,11166,5905
"EEPD1",4,56,16,18,76,23
"EFCAB1",75,113,59,134,125,101
"EFCAB10",71,33,100,35,71,90
"EFCAB11",0,5,0,0,0,0
"EFCAB12",24,53,17,25,55,22
"EFCAB14",8547,11428,7029,11041,12437,5535
"EFCAB2",0,5,0,0,0,0
"EFCAB5",42,74,24,29,53,32
"EFCAB6",0,16,0,0,0,0
"EFCAB7",226,253,66,269,245,146
"EFCAB8",18,34,25,9,38,36
"EFCAB9",3,0,0,0,0,1
"EFCC1",46,63,15,21,79,34
"EFEMP1",17,16,5,6,15,7
"EFHB",40,66,100,52,95,129
"EFHC1",3,15,3,2,7,8
"EFHC2",5,28,10,11,3,10
"EFHD1",14,19,3,7,14,10
"EFL1",2319,2635,2736,3769,3080,2508
"EFNA1",19,45,4,368,67,23
"EFNA2",0,12,3,1,2,0
"EFNA3",0,13,1,6,0,0
"EFNA4",1,20,6,9,1,1
"EFNA5",0,8,0,0,0,0
"EFNB1",45,150,25,229,412,73
"EFNB2",8,41,7,3,24,8
"EFR3A",970,1310,521,1596,1766,1171
"EFR3B",5,55,2,3,10,6
"EFTUD2",1081,1243,517,1673,1918,837
"EGF",20,19,6,4,11,0
"EGFL6",0,6,1,3,0,1
"EGFL7",2,28,3,4,17,2
"EGFLAM",0,13,0,1,0,0
"EGFR",0,15,1,0,0,0
"EGLN1",2047,4839,1802,3430,4649,1995
"EGLN3",3,22,7,9,29,10
"EGR1",25,60,9,48,77,11
"EGR2",5,31,2,6,31,5
"EGR3",0,24,2,5,0,1
"EGR4",0,15,0,0,0,0
"EHBP1",862,650,664,990,844,606
"EHD3",235,398,163,425,804,260
"EHD4",17165,16045,8349,19371,18892,8184
"EHF",0,3,0,0,0,0
"EHHADH",32,30,32,43,33,45
"EHMT1",377,449,315,328,871,596
"EI24",152,243,165,254,383,222
"EIF1",4820,8455,4456,9950,9798,5839
"EIF1AX",1543,1089,1066,1836,1819,1211
"EIF1B",22646,24525,34394,27239,31337,26961
"EIF2A",1152,2264,2149,3801,1713,1267
"EIF2AK1",272,373,350,327,376,389
"EIF2AK2",7118,7635,8423,21113,15659,8721
"EIF2AK3",328,186,183,200,358,178
"EIF2AK4",3790,4826,2805,4610,4874,2901
"EIF2B1",1124,1116,1252,1038,1175,1266
"EIF2B2",408,516,208,528,716,357
"EIF2B3",2388,2687,2079,2730,2742,1636
"EIF2B4",138,290,34,264,122,89
"EIF2B5",1980,2473,1076,2524,4079,1756
"EIF2D",931,1134,889,1632,1725,1173
"EIF2S1",1721,2328,2026,2012,2098,1489
